wavelength,total_nadir,ps1_nadir,ps2_nadir,total_vza-60,total_vza-55,total_vza-50,total_vza-45,total_vza-40,total_vza-35,total_vza-30,total_vza-25,total_vza-20,total_vza-15,total_vza-10,total_vza-5,total_vza0,total_vza5,total_vza10,total_vza15,total_vza20,total_vza25,total_vza30,total_vza35,total_vza40,total_vza45,total_vza50,total_vza55,total_vza60
640.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
641.00000000,0.00001980,0.00000000,0.00001980,0.00003420,0.00003226,0.00003044,0.00002878,0.00002740,0.00002633,0.00002579,0.00002640,0.00003805,0.00002437,0.00002196,0.00002066,0.00001980,0.00001917,0.00001872,0.00001842,0.00001826,0.00001822,0.00001830,0.00001850,0.00001886,0.00001937,0.00002002,0.00002079,0.00002177
642.00000000,0.00011784,0.00000000,0.00011784,0.00020357,0.00019205,0.00018120,0.00017136,0.00016313,0.00015676,0.00015353,0.00015719,0.00022666,0.00014511,0.00013073,0.00012301,0.00011784,0.00011411,0.00011144,0.00010960,0.00010864,0.00010839,0.00010886,0.00011002,0.00011217,0.00011519,0.00011899,0.00012354,0.00012931
643.00000000,0.00035050,0.00000000,0.00035050,0.00060546,0.00057124,0.00053900,0.00050976,0.00048527,0.00046634,0.00045674,0.00046766,0.00067455,0.00043169,0.00038888,0.00036589,0.00035050,0.00033937,0.00033140,0.00032590,0.00032303,0.00032223,0.00032358,0.00032697,0.00033329,0.00034215,0.00035332,0.00036668,0.00038365
644.00000000,0.00113893,0.00000000,0.00113893,0.00196733,0.00185628,0.00175162,0.00165665,0.00157709,0.00151562,0.00148444,0.00152004,0.00219321,0.00140305,0.00126381,0.00118900,0.00113893,0.00110268,0.00107670,0.00105873,0.00104930,0.00104657,0.00105077,0.00106157,0.00108183,0.00111027,0.00114613,0.00118900,0.00124346
645.00000000,0.00233422,0.00000000,0.00233422,0.00403190,0.00380463,0.00359032,0.00339578,0.00323277,0.00310683,0.00304299,0.00311615,0.00449767,0.00287621,0.00259050,0.00243701,0.00233422,0.00225978,0.00220637,0.00216936,0.00214979,0.00214391,0.00215215,0.00217383,0.00221478,0.00227234,0.00234492,0.00243163,0.00254178
646.00000000,0.00396474,0.00000000,0.00396474,0.00684803,0.00646257,0.00609889,0.00576863,0.00549183,0.00527800,0.00516966,0.00529425,0.00764382,0.00488643,0.00440061,0.00413959,0.00396474,0.00383805,0.00374706,0.00368388,0.00365026,0.00363979,0.00365317,0.00368924,0.00375784,0.00385438,0.00397611,0.00412146,0.00430611
647.00000000,0.00598357,0.00000000,0.00598357,0.01033456,0.00975365,0.00920526,0.00870712,0.00828950,0.00796689,0.00780352,0.00799201,0.01154227,0.00737614,0.00664217,0.00624781,0.00598357,0.00579200,0.00565429,0.00555848,0.00550718,0.00549067,0.00550999,0.00556332,0.00566544,0.00580935,0.00599080,0.00620733,0.00648242
648.00000000,0.00842440,0.00000000,0.00842440,0.01454955,0.01373278,0.01296135,0.01226039,0.01167259,0.01121851,0.01098869,0.01125469,0.01625880,0.01038707,0.00935270,0.00879691,0.00842440,0.00815420,0.00795979,0.00782429,0.00775131,0.00772712,0.00775312,0.00782673,0.00796862,0.00816882,0.00842123,0.00872226,0.00910474
649.00000000,0.01126980,0.00000000,0.01126980,0.01946274,0.01837147,0.01734029,0.01640307,0.01561695,0.01500968,0.01470246,0.01505903,0.02175990,0.01389777,0.01251286,0.01176868,0.01126980,0.01090777,0.01064708,0.01046508,0.01036654,0.01033306,0.01036640,0.01046310,0.01065062,0.01091553,0.01124952,0.01164762,0.01215344
650.00000000,0.01450257,0.00000000,0.01450257,0.02504433,0.02364166,0.02231567,0.02111019,0.02009885,0.01931760,0.01892253,0.01938223,0.02801287,0.01788717,0.01610364,0.01514522,0.01450257,0.01403604,0.01369983,0.01346478,0.01333690,0.01329248,0.01333368,0.01345600,0.01369460,0.01403204,0.01445745,0.01496427,0.01560824
651.00000000,0.01834448,0.00019941,0.01814507,0.03167707,0.02990471,0.02822859,0.02670445,0.02542553,0.02443759,0.02393817,0.02452059,0.03544595,0.02262874,0.02037125,0.01915810,0.01834448,0.01775362,0.01732753,0.01702925,0.01686629,0.01680860,0.01685879,0.01701113,0.01730986,0.01773277,0.01826592,0.01890081,0.01970751
652.00000000,0.02261685,0.00040228,0.02221457,0.03905276,0.03686977,0.03480458,0.03292623,0.03134982,0.03013207,0.02951668,0.03023582,0.04371541,0.02790247,0.02511749,0.02362080,0.02261685,0.02188752,0.02136124,0.02099239,0.02079008,0.02071722,0.02077686,0.02096192,0.02132667,0.02184355,0.02249512,0.02327068,0.02425614
653.00000000,0.02708298,0.00041991,0.02666307,0.04676224,0.04415071,0.04167922,0.03943087,0.03754359,0.03608571,0.03534920,0.03621159,0.05236418,0.03341646,0.03007953,0.02828616,0.02708298,0.02620864,0.02557734,0.02513436,0.02489047,0.02480119,0.02487000,0.02508838,0.02552100,0.02613463,0.02690814,0.02782841,0.02899777
654.00000000,0.03190249,0.00038563,0.03151686,0.05508101,0.05200785,0.04909841,0.04645107,0.04422845,0.04251153,0.04164444,0.04266178,0.06170232,0.03936802,0.03543484,0.03332095,0.03190249,0.03087136,0.03012636,0.02960299,0.02931371,0.02920606,0.02928393,0.02953723,0.03004173,0.03075807,0.03166097,0.03273468,0.03409901
655.00000000,0.03707483,0.00037462,0.03670021,0.06400792,0.06044048,0.05706170,0.05398653,0.05140421,0.04940941,0.04840233,0.04958650,0.07173125,0.04575711,0.04118316,0.03872478,0.03707483,0.03587498,0.03500747,0.03439725,0.03405852,0.03393025,0.03401666,0.03430595,0.03488569,0.03570983,0.03674850,0.03798299,0.03955161
656.00000000,0.04261613,0.00037738,0.04223876,0.07357064,0.06947500,0.06559417,0.06206113,0.05909362,0.05680126,0.05564438,0.05700787,0.08248394,0.05260410,0.04734263,0.04451460,0.04261613,0.04123502,0.04023569,0.03953174,0.03913916,0.03898772,0.03908189,0.03940803,0.04006614,0.04100290,0.04218336,0.04358553,0.04536718
657.00000000,0.04801207,0.00045799,0.04755408,0.08288090,0.07827325,0.07390490,0.06992676,0.06658450,0.06400261,0.06270014,0.06423928,0.09296912,0.05927519,0.05334244,0.05015342,0.04801207,0.04645355,0.04532483,0.04452844,0.04408191,0.04390604,0.04400532,0.04436432,0.04509481,0.04613624,0.04744838,0.04900578,0.05098463
658.00000000,0.05326397,0.00056894,0.05269503,0.09194088,0.08683729,0.08199581,0.07758525,0.07387857,0.07101511,0.06957121,0.07128233,0.10318878,0.06577190,0.05918400,0.05564260,0.05326397,0.05153187,0.05027620,0.04938866,0.04888808,0.04868654,0.04878833,0.04917626,0.04997320,0.05111141,0.05254519,0.05424549,0.05640582
659.00000000,0.05890346,0.00069479,0.05820867,0.10166898,0.09603503,0.09068669,0.08581242,0.08171460,0.07854890,0.07695331,0.07885005,0.11417720,0.07275183,0.06545861,0.06153777,0.05890346,0.05698407,0.05559107,0.05460451,0.05404442,0.05381347,0.05391558,0.05433159,0.05519601,0.05643319,0.05799120,0.05983692,0.06218186
660.00000000,0.06627597,0.00080814,0.06546783,0.11438473,0.10805799,0.10204742,0.09656722,0.09195825,0.08839754,0.08660372,0.08874310,0.12854164,0.08187658,0.07366139,0.06924453,0.06627597,0.06411171,0.06253912,0.06142300,0.06078490,0.06051529,0.06061744,0.06106973,0.06202174,0.06338752,0.06510691,0.06714144,0.06972604
661.00000000,0.07394803,0.00094787,0.07300016,0.12761389,0.12057023,0.11387284,0.10776341,0.10262306,0.09865164,0.09665191,0.09904528,0.14351131,0.09137768,0.08220037,0.07726579,0.07394803,0.07152752,0.06976643,0.06851359,0.06779183,0.06747890,0.06757705,0.06806203,0.06909857,0.07058971,0.07246614,0.07468345,0.07749991
662.00000000,0.07991578,0.00113545,0.07878033,0.13790013,0.13030512,0.12307705,0.11648018,0.11092725,0.10663683,0.10447751,0.10707087,0.15519144,0.09877752,0.08884732,0.08350743,0.07991578,0.07729364,0.07538328,0.07402106,0.07323021,0.07287863,0.07296715,0.07346948,0.07456115,0.07613628,0.07811743,0.08045498,0.08342374
663.00000000,0.08873222,0.00138555,0.08734667,0.15309659,0.14468378,0.13666994,0.12935202,0.12318930,0.11842744,0.11603199,0.11891910,0.17242165,0.10970317,0.09866387,0.09272698,0.08873222,0.08581369,0.08368445,0.08216247,0.08127190,0.08086611,0.08094414,0.08147669,0.08265577,0.08436257,0.08650814,0.08903552,0.09224482
664.00000000,0.09954272,0.00173367,0.09780905,0.17172869,0.16231359,0.15333656,0.14513472,0.13822438,0.13288450,0.13019949,0.13344662,0.19354698,0.12309954,0.11070051,0.10403171,0.09954272,0.09626078,0.09386312,0.09214521,0.09113223,0.09065980,0.09072467,0.09129390,0.09257962,0.09444715,0.09679333,0.09955220,0.10305475
665.00000000,0.10967530,0.00212158,0.10755372,0.18918610,0.17883741,0.16896101,0.15993269,0.15232250,0.14644139,0.14348549,0.14707188,0.21337352,0.13566271,0.12198598,0.11462924,0.10967530,0.10605090,0.10339952,0.10149543,0.10036429,0.09982517,0.09987207,0.10046865,0.10184502,0.10385134,0.10637021,0.10932674,0.11307941
666.00000000,0.12299887,0.00253226,0.12046660,0.21214241,0.20056362,0.18950319,0.17938733,0.17085659,0.16426359,0.16095118,0.16498244,0.23942660,0.15217792,0.13682325,0.12856316,0.12299887,0.11892521,0.11594135,0.11379380,0.11250899,0.11188426,0.11191024,0.11254613,0.11404603,0.11624038,0.11899340,0.12221871,0.12631154
667.00000000,0.13462037,0.00295670,0.13166367,0.23215880,0.21951270,0.20742285,0.19636041,0.18702766,0.17981433,0.17619146,0.18061233,0.26217334,0.16658919,0.14976820,0.14071853,0.13462037,0.13015322,0.12687743,0.12451520,0.12309319,0.12238987,0.12239236,0.12305599,0.12465496,0.12700224,0.12994513,0.13338682,0.13775319
668.00000000,0.14796270,0.00340713,0.14455557,0.25513846,0.24126628,0.22799424,0.21584489,0.20559136,0.19766582,0.19368643,0.19855409,0.28828063,0.18313245,0.16462898,0.15467335,0.14796270,0.14304421,0.13943369,0.13682549,0.13524656,0.13445374,0.13443018,0.13512678,0.13684095,0.13936563,0.14252886,0.14622189,0.15090601
669.00000000,0.16428583,0.00388654,0.16039929,0.28325113,0.26787566,0.25315560,0.23967573,0.22829559,0.21949872,0.21508300,0.22049578,0.32019586,0.20336521,0.18280650,0.17174430,0.16428583,0.15881665,0.15479826,0.15189099,0.15012251,0.14922311,0.14917152,0.14991321,0.15177454,0.15452420,0.15796725,0.16198070,0.16707014
670.00000000,0.18317320,0.00437076,0.17880244,0.31578249,0.29866651,0.28227026,0.26725036,0.25456632,0.24476100,0.23984017,0.24588333,0.35712105,0.22677548,0.20383909,0.19149674,0.18317320,0.17706710,0.17257709,0.16932417,0.16733686,0.16631482,0.16623165,0.16702659,0.16905959,0.17207135,0.17584041,0.18022740,0.18578934
671.00000000,0.20127672,0.00479933,0.19647739,0.34695588,0.32817343,0.31017196,0.29367705,0.27974405,0.26897277,0.26356819,0.27021566,0.39251004,0.24921325,0.22399841,0.21042930,0.20127672,0.19456011,0.18961791,0.18603341,0.18383590,0.18269566,0.18258132,0.18342614,0.18562212,0.18888310,0.19296209,0.19770394,0.20371474
672.00000000,0.22207689,0.00528147,0.21679542,0.38277707,0.36207763,0.34223035,0.32403977,0.30867122,0.29678970,0.29082900,0.29817014,0.43316299,0.27499134,0.24715955,0.23218150,0.22207689,0.21465942,0.20919839,0.20523378,0.20279594,0.20152139,0.20137323,0.20227782,0.20466432,0.20821579,0.21265622,0.21781248,0.22434754
673.00000000,0.25135223,0.00596614,0.24538609,0.43319831,0.40979254,0.38734283,0.36676320,0.34937338,0.33592883,0.32918491,0.33749957,0.49033587,0.31126112,0.27975171,0.26279392,0.25135223,0.24295127,0.23676338,0.23226771,0.22949685,0.22803967,0.22785244,0.22885180,0.23152050,0.23549875,0.24047112,0.24623995,0.25355051
674.00000000,0.27320416,0.00683244,0.26637172,0.47082057,0.44540080,0.42101255,0.39865236,0.37975540,0.36514530,0.35781760,0.36686031,0.53302493,0.33833757,0.30408147,0.28564493,0.27320416,0.26406783,0.25733576,0.25244163,0.24941933,0.24782217,0.24760088,0.24866483,0.25153602,0.25582241,0.26117843,0.26738767,0.27525555
675.00000000,0.30128528,0.00777497,0.29351031,0.51917596,0.49115983,0.46427563,0.43962452,0.41878959,0.40268097,0.39460241,0.40457820,0.58784620,0.37312271,0.33534157,0.31500749,0.30128528,0.29120655,0.28377822,0.27837563,0.27503507,0.27326405,0.27300700,0.27416394,0.27730858,0.28200783,0.28787873,0.29468146,0.30330085
676.00000000,0.32888342,0.00859792,0.32028550,0.56669566,0.53612696,0.50678956,0.47988706,0.45714787,0.43956685,0.43075052,0.44164283,0.64171226,0.40730630,0.36606236,0.34386430,0.32888342,0.31787918,0.30976727,0.30386571,0.30021332,0.29827254,0.29798182,0.29923198,0.30264777,0.30775586,0.31413683,0.32152796,0.33089260
677.00000000,0.35373567,0.00969400,0.34404167,0.60948594,0.57661257,0.54506301,0.51613175,0.49167766,0.47277086,0.46329009,0.47500554,0.69017899,0.43807815,0.39372107,0.36984747,0.35373567,0.34190054,0.33317589,0.32682822,0.32289931,0.32081084,0.32049671,0.32183938,0.32551073,0.33100148,0.33786067,0.34580557,0.35587204
678.00000000,0.40245092,0.01119389,0.39125703,0.69338354,0.65598318,0.62009126,0.58717912,0.55936109,0.53785380,0.52706931,0.54039607,0.78516070,0.49839094,0.44793416,0.42077783,0.40245092,0.38898911,0.37906596,0.37184702,0.36738055,0.36500827,0.36465588,0.36618947,0.37037444,0.37663145,0.38444888,0.39350539,0.40498100
679.00000000,0.42516667,0.01275878,0.41240789,0.73250427,0.69297166,0.65504397,0.62027031,0.59088289,0.56816309,0.55677018,0.57084085,0.82931845,0.52647944,0.47319527,0.44451808,0.42516667,0.41095484,0.40048240,0.39286807,0.38816552,0.38567859,0.38533196,0.38698393,0.39144731,0.39811123,0.40644011,0.41609656,0.42833423
680.00000000,0.45675281,0.01439738,0.44235543,0.78691646,0.74440966,0.70364550,0.66627977,0.63470823,0.61030112,0.59806116,0.61316369,0.89068733,0.56552779,0.50831612,0.47752655,0.45675281,0.44150056,0.43026735,0.42210684,0.41708099,0.41444084,0.41411052,0.41593746,0.42080166,0.42804889,0.43711149,0.44763053,0.46096414
681.00000000,0.47914936,0.01609662,0.46305273,0.82552464,0.78085626,0.73805201,0.69883287,0.66570784,0.64010203,0.62725856,0.64307535,0.93391912,0.59314042,0.53317972,0.50091336,0.47914936,0.46317825,0.45142721,0.44290435,0.43768280,0.43497506,0.43471103,0.43673016,0.44196878,0.44974465,0.45947685,0.47079587,0.48514848
682.00000000,0.49927374,0.01797461,0.48129912,0.86023069,0.81358659,0.76893091,0.72803661,0.69351264,0.66682820,0.65344034,0.66988695,0.97257381,0.61790131,0.55549464,0.52191539,0.49927374,0.48266916,0.47046696,0.46163480,0.45625908,0.45351717,0.45334791,0.45558353,0.46121636,0.46954090,0.47997019,0.49212825,0.50755071
683.00000000,0.51707565,0.02016679,0.49690887,0.89095490,0.84250037,0.79617281,0.75377863,0.71801180,0.69037057,0.67649721,0.69347787,1.00639804,0.63970743,0.57518377,0.54047032,0.51707565,0.49993455,0.48736023,0.47828545,0.47281452,0.47009272,0.47007397,0.47258396,0.47867477,0.48762396,0.49885025,0.51197778,0.52863809
684.00000000,0.53126461,0.02256362,0.50870099,0.91547003,0.86550943,0.81781448,0.77420610,0.73744253,0.70903518,0.69476984,0.71215114,1.03297217,0.65698747,0.59082488,0.55523545,0.53126461,0.51372029,0.50087689,0.49164036,0.48613511,0.48348034,0.48364866,0.48646067,0.49302594,0.50261245,0.51465391,0.52878059,0.54671744
685.00000000,0.54158798,0.02530062,0.51628736,0.93333323,0.88217989,0.83343717,0.78891748,0.75142030,0.72245085,0.70789252,0.72552448,1.05167371,0.66939546,0.60211995,0.56593905,0.54158798,0.52378960,0.51079438,0.50149045,0.49602585,0.49350024,0.49391010,0.49707262,0.50415446,0.51442302,0.52733898,0.54254670,0.56186541
686.00000000,0.54420878,0.02817994,0.51602885,0.93790403,0.88626251,0.83715335,0.79235005,0.75465168,0.72553128,0.71088361,0.72849847,1.05516700,0.67222037,0.60481993,0.56857959,0.54420878,0.52642300,0.51347504,0.50425197,0.49892502,0.49658804,0.49726325,0.50076766,0.50831169,0.51917514,0.53285637,0.54902199,0.56956577
687.00000000,0.53956958,0.03100634,0.50856324,0.92993142,0.87846990,0.82963905,0.78514555,0.74774874,0.71886525,0.70431963,0.72166261,1.04429586,0.66600638,0.59941582,0.56361925,0.53956958,0.52204843,0.50933568,0.50033335,0.49523478,0.49314164,0.49410278,0.49793843,0.50588939,0.51726034,0.53159630,0.54859390,0.57020174
688.00000000,0.52253348,0.03399254,0.48854095,0.90054267,0.85044593,0.80301795,0.75985953,0.72362605,0.69564390,0.68153180,0.69819119,1.00924764,0.64444743,0.58021913,0.54570068,0.52253348,0.50568687,0.49350797,0.48493990,0.48019267,0.47839845,0.47963017,0.48371647,0.49189908,0.50352538,0.51819567,0.53564498,0.55783126
689.00000000,0.51773899,0.03741761,0.48032139,0.89219709,0.84229445,0.79516091,0.75232946,0.71641274,0.68867659,0.67466350,0.69101334,0.99762757,0.63793607,0.57459148,0.54055629,0.51773899,0.50118077,0.48925795,0.48093120,0.47643059,0.47490118,0.47643964,0.48088044,0.48949387,0.50165698,0.51701339,0.53533202,0.55862480
690.00000000,0.51180482,0.04134468,0.47046014,0.88179648,0.83221092,0.78548551,0.74308368,0.70756866,0.68014227,0.66625631,0.68224388,0.98357391,0.62996565,0.56767322,0.53421133,0.51180482,0.49557973,0.48394583,0.47588489,0.47164433,0.47038705,0.47223037,0.47701648,0.48603883,0.49870772,0.51470695,0.53384118,0.55816876
691.00000000,0.50391141,0.04518839,0.45872302,0.86794127,0.81888042,0.77275346,0.73095190,0.69597920,0.66896900,0.65525969,0.67080851,0.96555928,0.61954040,0.55856201,0.52581339,0.50391141,0.48808730,0.47679066,0.46902954,0.46506465,0.46408344,0.46621945,0.47132496,0.48070770,0.49381550,0.51036806,0.53020736,0.55542512
692.00000000,0.49327054,0.04919038,0.44408016,0.84924797,0.80100658,0.75574754,0.71478717,0.68055517,0.65411208,0.64065211,0.65566388,0.94209480,0.60569685,0.54638733,0.51454161,0.49327054,0.47793795,0.46704192,0.45962338,0.45595127,0.45524559,0.45765075,0.46303166,0.47269828,0.48614060,0.50310935,0.52348495,0.54937414
693.00000000,0.48732631,0.05346919,0.43385712,0.83855121,0.79069624,0.74589050,0.70539251,0.67158111,0.64545535,0.63211323,0.64671700,0.92742894,0.59758413,0.53939905,0.50816292,0.48732631,0.47234286,0.46174485,0.45459825,0.45117879,0.45073544,0.45341984,0.45911009,0.46912555,0.48299531,0.50049163,0.52153250,0.54825230
694.00000000,0.48263464,0.05772682,0.42490782,0.82990614,0.78234370,0.73789472,0.69776806,0.66429761,0.63842511,0.62516383,0.63938312,0.91496462,0.59096843,0.53377998,0.50308380,0.48263464,0.46796560,0.45763949,0.45074626,0.44756498,0.44737556,0.45033211,0.45632754,0.46668845,0.48098355,0.49899880,0.52068974,0.54821607
695.00000000,0.47646060,0.06215582,0.41430478,0.81861907,0.77152657,0.72759036,0.68797145,0.65495171,0.62941499,0.61627342,0.63005475,0.89956770,0.58251317,0.52651140,0.49645607,0.47646060,0.46215202,0.45212795,0.44550606,0.44256387,0.44261784,0.44581900,0.45207698,0.46271587,0.47734642,0.49576170,0.51795450,0.54609487
696.00000000,0.47906510,0.06715731,0.41190780,0.82230752,0.77484418,0.73062876,0.69080025,0.65763013,0.63196176,0.61869467,0.63227590,0.90053238,0.58474399,0.52892259,0.49896711,0.47906510,0.46485872,0.45495474,0.44848376,0.44572287,0.44601654,0.44951051,0.45613143,0.46722009,0.48242412,0.50153294,0.52457699,0.55376946
697.00000000,0.48837825,0.07293273,0.41544551,0.83738952,0.78891498,0.74381771,0.70323451,0.66945734,0.64330110,0.62971864,0.64326870,0.91381967,0.59509856,0.53871067,0.50845337,0.48837825,0.47408399,0.46416760,0.45776216,0.45514432,0.45568194,0.45951249,0.46658092,0.47825854,0.49422773,0.51426439,0.53843833,0.56903042
698.00000000,0.49382334,0.07916665,0.41465669,0.84571038,0.79663138,0.75102538,0.71002150,0.67591289,0.64947922,0.63568437,0.64907197,0.91954191,0.60066551,0.54419743,0.51389841,0.49382334,0.47956513,0.46972288,0.46344092,0.46098938,0.46176939,0.46590403,0.47335945,0.48552185,0.50211399,0.52289324,0.54796983,0.57966826
699.00000000,0.50147549,0.08544223,0.41603326,0.85771536,0.80783364,0.76152879,0.71993102,0.68534427,0.65851688,0.64444380,0.65771055,0.92913850,0.60886486,0.55209242,0.52163058,0.50147549,0.48719656,0.47738912,0.47120647,0.46890974,0.46993480,0.47438625,0.48225332,0.49493872,0.51220679,0.53378879,0.55983694,0.59272368
700.00000000,0.51287987,0.09233439,0.42054548,0.87599795,0.82496332,0.77762996,0.73514072,0.69982631,0.67240882,0.65794833,0.67116931,0.94534441,0.62154141,0.56408163,0.53325073,0.51287987,0.49848484,0.48864754,0.48252578,0.48037003,0.48165138,0.48645202,0.49478651,0.50808014,0.52614018,0.54866341,0.57584687,0.61012313
701.00000000,0.51850542,0.10027293,0.41823249,0.88430710,0.83271471,0.78489998,0.74200866,0.70637120,0.67867535,0.66398706,0.67699538,0.95065416,0.62715966,0.56968959,0.53885217,0.51850542,0.50416411,0.49441317,0.48842587,0.48643600,0.48795963,0.49305145,0.50175314,0.51549245,0.53412405,0.55730802,0.58528508,0.62051526
702.00000000,0.52411342,0.10888273,0.41523069,0.89251740,0.84038504,0.79210076,0.74881614,0.71286084,0.68488869,0.66996975,0.68275142,0.95576034,0.63271897,0.57526100,0.54442844,0.52411342,0.50983123,0.50017020,0.49432020,0.49249547,0.49426028,0.49963819,0.50869956,0.52287096,0.54205630,0.56587395,0.59460903,0.63074421
703.00000000,0.53359664,0.11774844,0.41584820,0.90723305,0.85419418,0.80509674,0.76110919,0.72457703,0.69612533,0.68086397,0.69350072,0.96774670,0.64291425,0.58506636,0.55402237,0.53359664,0.51927348,0.50963448,0.50388123,0.50220750,0.50422529,0.50992406,0.51940472,0.53409999,0.55396384,0.57856576,0.60823799,0.64549983
704.00000000,0.55009799,0.12645442,0.42364356,0.93377523,0.87914832,0.82860371,0.78334439,0.74576145,0.71645875,0.70065048,0.71328804,0.99217746,0.66150036,0.60253623,0.57089045,0.55009799,0.53555527,0.52581926,0.52009430,0.51855341,0.52085508,0.52695082,0.53697538,0.55238302,0.57317992,0.59887597,0.62985650,0.66870642
705.00000000,0.56584381,0.13545778,0.43038603,0.95892402,0.90279945,0.85088863,0.80442946,0.76585416,0.73574354,0.71940602,0.73200495,1.01493775,0.67910704,0.61914515,0.58696059,0.56584381,0.55111241,0.54130154,0.53562111,0.53422025,0.53680851,0.54329572,0.55385235,0.56994894,0.59164672,0.61839169,0.65062353,0.69098534
706.00000000,0.57375061,0.14529500,0.42845561,0.97069966,0.91386852,0.86132056,0.81431337,0.77528565,0.74478664,0.72814317,0.74051207,1.02340300,0.68725182,0.62715139,0.59488876,0.57375061,0.55904268,0.54929921,0.54374790,0.54250956,0.54535203,0.55214162,0.56308380,0.57964212,0.60193428,0.62934588,0.66236619,0.70365639
707.00000000,0.58545033,0.15555592,0.42989441,0.98881920,0.93091788,0.87739411,0.82953518,0.78980174,0.75871476,0.74165295,0.75386030,1.03844840,0.69989751,0.63928377,0.60674147,0.58545033,0.57067485,0.56093909,0.55548452,0.55440239,0.55751991,0.56465636,0.57605488,0.59317927,0.61620621,0.64445330,0.67846356,0.72093084
708.00000000,0.60119690,0.16747197,0.43372492,1.01367448,0.95431557,0.89945586,0.85042288,0.80971511,0.77782783,0.76022610,0.77233614,1.06039037,0.71731608,0.65580437,0.62277541,0.60119690,0.58626188,0.57647484,0.57108727,0.57015905,0.57357919,0.58111545,0.59305214,0.61086063,0.63478047,0.66405223,0.69927818,0.74320021
709.00000000,0.61953265,0.18098513,0.43854752,1.04278004,0.98172133,0.92530006,0.87489137,0.83304085,0.80021882,0.78199698,0.79403775,1.08656096,0.73774551,0.67511218,0.64147596,0.61953265,0.60438621,0.59451609,0.58918241,0.58841117,0.59215691,0.60013128,0.61266311,0.63123464,0.65615254,0.68657231,0.72316018,0.76871458
710.00000000,0.63975143,0.19363011,0.44612132,1.07490131,1.01197481,0.95383516,0.90191084,0.85880050,0.82494910,0.80604786,0.81802789,1.11562185,0.76032088,0.69642622,0.66210719,0.63975143,0.62436274,0.61439218,0.60910829,0.60850034,0.61259298,0.62103688,0.63420887,0.65360318,0.67959820,0.71125670,0.74931337,0.79662803
711.00000000,0.66165096,0.20627549,0.45537548,1.10970358,1.04475893,0.98476054,0.93119556,0.88672066,0.85175459,0.83211889,0.84403933,1.14718568,0.78479412,0.71952258,0.68445810,0.66165096,0.64599563,0.63591197,0.63067728,0.63024089,0.63470275,0.64364745,0.65750336,0.67777725,0.70492422,0.73790634,0.77753148,0.82672477
712.00000000,0.68511134,0.22172336,0.46338798,1.14696978,1.07986954,1.01788397,0.96256411,0.91662889,0.88046956,0.86004721,0.87190339,1.18099240,0.81101078,0.74426499,0.70840216,0.68511134,0.66916985,0.65896406,0.65378073,0.65352576,0.65838016,0.66785692,0.68243986,0.70364811,0.73201900,0.76640554,0.80769375,0.85887717
713.00000000,0.70828122,0.23721519,0.47106603,1.18358749,1.11437633,1.05044347,0.99340490,0.94603846,0.90870528,0.88749876,0.89925089,1.21380724,0.83676908,0.76863739,0.73202304,0.70828122,0.69207885,0.68177098,0.67665672,0.67659499,0.68185368,0.69186963,0.70718487,0.72932650,0.75891848,0.79469908,0.83763538,0.89078414
714.00000000,0.73045259,0.25058465,0.47986794,1.21837972,1.14717118,1.08139450,1.02273000,0.97400847,0.93555810,0.91359137,0.92518953,1.24443906,0.86123777,0.79187390,0.75459002,0.73045259,0.71402992,0.70364954,0.69862636,0.69876910,0.70443775,0.71498921,0.73102588,0.75407694,0.78485658,0.82198417,0.86650956,0.92154466
715.00000000,0.75560129,0.26463855,0.49096274,1.25797891,1.18449880,1.11662366,1.05610667,1.00584097,0.96612078,0.94329835,0.95475603,1.27966468,0.88910532,0.81828505,0.78021051,0.75560129,0.73890942,0.72842953,0.72349199,0.72385115,0.72996621,0.74110693,0.75794140,0.78200346,0.81410494,0.85273468,0.89903276,0.95617509
716.00000000,0.78427625,0.28148993,0.50278632,1.30323734,1.22716519,1.15689424,1.09426032,1.04222986,1.00106172,0.97727198,0.98860403,1.32029028,0.92098797,0.84845120,0.80944547,0.78427625,0.76725868,0.75664833,0.75179074,0.75238093,0.75898578,0.77077943,0.78850202,0.81369500,0.84727666,0.88759178,0.93587947,0.99539008
717.00000000,0.81257763,0.29827495,0.51430269,1.34772757,1.26911280,1.19649027,1.13177950,1.07801660,1.03542228,1.01066844,1.02183216,1.35978079,0.95231455,0.87815733,0.83827134,0.81257763,0.79526178,0.78454265,0.77978404,0.78061795,0.78772502,0.80017903,0.81879509,0.84511753,0.88017579,0.92216461,0.97242520,1.03427684
718.00000000,0.83750137,0.31202938,0.52547199,1.38645079,1.30563676,1.23097850,1.16447293,1.10921101,1.06537193,1.03975092,1.05066530,1.39312704,0.97956785,0.90415862,0.86358989,0.83750137,0.81997775,0.80921014,0.80458577,0.80567165,0.81326514,0.82633883,0.84578238,0.87313284,0.90953111,0.95302336,1.00505053,1.06898317
